,match,GK Difference,FW Difference,MF Difference,DF Difference,backup Difference,GK^2 Difference,GK FW Difference,GK MF Difference,GK DF Difference,GK backup Difference,FW^2 Difference,FW MF Difference,FW DF Difference,FW backup Difference,MF^2 Difference,MF DF Difference,MF backup Difference,DF^2 Difference,DF backup Difference,backup^2 Difference,Year,Winner
3,Chile-Australia,-7.0,4.666666666666671,3.25,4.0,-2.6666666666666643,-10.71,-1.4466666666666583,-2.842500000000001,-2.049999999999997,-6.555,6.688888888888897,5.881666666666668,6.2733333333333405,1.0988888888889008,4.9481250000000045,5.417499999999997,0.0662500000000037,5.840000000000003,0.63333333333334,-3.4399999999999977,2014,2
4,Colombia-Greece,1.0,8.0,-3.0,-1.6666666666666714,-3.7817460317460316,1.5699999999999932,6.99666666666667,-1.6199999999999974,-0.5499999999999972,-2.313412698412698,11.466666666666669,3.729999999999997,4.87222222222222,2.5318121693121682,-4.409999999999997,-3.5,-4.745357142857138,-2.5277777777777857,-3.9599206349206497,-4.95603820231797,2014,2
5,Uruguay-Costa Rica,12.0,14.533333333333331,3.5357142857142776,6.0,-0.13809523809523228,18.0,19.908,11.683928571428567,13.739999999999995,7.506142857142862,21.81937777777778,13.59307142857142,15.694666666666663,9.112546031746035,5.322512755102025,7.238571428571419,2.138206632653059,9.240000000000002,3.698523809523813,-0.17514421768706967,2014,0
6,England-Italy,-9.0,-11.666666666666671,-0.25,-6.666666666666657,-0.2765151515151416,-15.030000000000001,-16.92666666666667,-7.644999999999996,-13.036666666666662,-6.945946969696962,-18.627777777777787,-9.83916666666667,-15.005555555555553,-8.925454545454542,-0.41312499999999375,-5.715833333333336,-0.41499999999999204,-11.066666666666649,-5.203623737373725,-0.4126255452249623,2014,0
7,Ivory Coast-Japan,23.0,15.333333333333329,9.09375,2.4583333333333286,8.572916666666671,34.269999999999996,27.676666666666662,22.195625,19.057500000000005,21.287708333333335,21.67111111111111,16.70677083333333,13.221250000000005,15.992118055555558,12.194150390624998,8.45907552083333,11.639391276041671,3.6823784722222186,8.013424479166659,11.10817816840278,2014,2
8,Switzerland-Ecuador,8.0,2.2592592592592524,5.5,4.397306397306394,4.296296296296305,12.800000000000004,7.797037037037036,10.5,9.465589225589227,9.145185185185191,3.38303155006858,5.840555555555547,4.971966579373984,4.828676268861457,8.387499999999996,7.4420202020201955,7.200277777777778,6.538513303631142,6.33171841875545,6.130973936899871,2014,2
9,France-Honduras,16.0,18.333333333333343,6.25,14.600000000000009,10.966666666666661,25.599999999999994,26.906666666666673,17.739999999999995,23.792000000000016,19.78933333333333,28.05000000000001,19.37916666666667,25.04733333333334,21.011999999999993,9.953124999999993,16.35650000000001,13.035333333333327,22.104400000000012,18.35386666666666,15.101099999999981,2014,2
10,Argentina-Bosnia and Herzegovina,2.0,3.3333333333333286,0.5,0.26406926406927766,2.202380952380963,3.1599999999999966,4.299999999999997,1.9950000000000045,1.748831168831181,3.1685714285714326,5.555555555555543,3.083333333333343,2.7870851370851497,4.216468253968259,0.8000000000000043,0.5963095238095377,2.1190773809523833,0.4067238245160496,1.8847083075654751,3.146520691609993,2014,2
11,Germany-Portugal,6.0,6.301587301587304,7.25,5.333333333333329,6.25,10.319999999999993,10.03031746031747,11.147499999999994,9.52666666666667,9.682500000000005,9.685439657344425,10.730992063492074,9.286931216931215,9.327089947089952,11.871875000000003,10.335833333333326,10.322083333333325,8.782222222222217,8.974722222222212,8.973958333333336,2014,2
12,Iran-Nigeria,7.0,0.022222222222211485,-5.633333333333326,-2.4888888888888943,-2.816666666666663,10.71,5.149555555555537,0.7608333333333448,3.0706666666666607,2.5335000000000036,0.03258765432097732,-4.1143888888888895,-1.8091160493827303,-2.0503592592592668,-8.160822222222215,-5.806207407407406,-5.813130555555546,-3.537540740740738,-3.6686444444444533,-3.7729249999999936,2014,1
13,Ghana-United States,-5.0,7.333333333333329,2.75,-6.0,-0.7613636363636402,-7.049999999999997,1.5033333333333303,-1.8300000000000054,-7.963333333333331,-3.9557954545454592,10.755555555555546,7.544166666666655,1.0755555555555532,4.45624999999999,4.145625000000003,-2.4691666666666663,1.3065909090909074,-8.96,-4.671325757575758,-1.0412512913223182,2014,0
14,Belgium-Algeria,16.150000000000006,4.666666666666671,4.797619047619051,8.333333333333329,5.957539682539675,26.138774999999995,16.104333333333336,17.472505952380956,20.013666666666666,16.334006150793655,7.124444444444457,7.589126984126985,10.195555555555558,7.874320105820104,8.074278628117924,10.954444444444448,8.433282360166281,13.694444444444429,10.835703703703686,8.49391492031998,2014,2
15,Brazil-Mexico,4.0,6.666666666666657,4.25,12.333333333333329,2.2727272727272663,5.68,7.93333333333333,6.252500000000005,11.909999999999997,4.305757575757568,10.666666666666643,8.791666666666657,15.122222222222206,6.305050505050495,6.874375000000001,13.324999999999996,4.698446969696967,19.44555555555555,10.092373737373727,3.059228650137726,2014,1
16,Russia-South Korea,14.700000000000003,7.161904761904751,9.667857142857144,7.423809523809524,10.086904761904783,21.359100000000005,16.0342238095238,17.50611071428571,15.851747619047629,17.35624880952382,10.553919274376405,12.230446768707473,10.565287755102041,12.317868083900237,13.788090688775519,12.172059013605441,13.788126232993221,10.563373922902507,12.240760374149673,13.76226064342407,2014,1
17,Australia-Netherlands,4.0,-12.666666666666671,-2.75,-9.666666666666671,-5.950757575757578,6.240000000000002,-6.853333333333339,0.8900000000000006,-4.506666666666675,-1.8892424242424326,-19.168888888888894,-11.69166666666667,-16.920000000000016,-13.21851010101011,-4.173124999999999,-9.419999999999995,-6.4073768939394,-14.661111111111126,-11.164166666666674,-8.18927929866851,2014,0
18,Spain-Chile,18.0,5.666666666666671,6.75,13.333333333333329,5.666666666666664,29.520000000000003,18.476666666666667,20.137499999999996,25.633333333333326,16.52666666666667,8.707777777777785,9.783333333333346,14.87222222222222,8.093888888888884,10.951875000000001,16.329166666666666,9.052083333333329,21.77777777777777,13.427777777777777,7.479999999999997,2014,0
19,Cameroon-Croatia,-12.882352941176464,-3.6274509803921546,-14.661764705882348,-5.333333333333329,-6.819741532976835,-19.467508650519015,-12.684267589388696,-21.277102076124564,-14.163921568627437,-13.956245150466607,-5.599788542868126,-14.188690888119936,-6.970196078431371,-7.742771704938669,-23.215179498269897,-15.756274509803909,-15.418442775505923,-8.391111111111108,-9.009468211527036,-9.320723706969837,2014,0
20,Colombia-Ivory Coast,-7.0,-2.666666666666657,0.40625,-1.125,-5.437996031746032,-11.549999999999997,-7.589999999999989,-4.690624999999997,-6.217500000000001,-9.131121031746034,-4.106666666666655,-1.6017708333333331,-2.8812500000000014,-5.956694775132277,0.5833496093750057,-0.500742187500002,-3.634748418898809,-1.7001562499999991,-4.855567336309527,-7.216646926276297,2014,2
21,Uruguay-England,2.0,8.333333333333329,-5.464285714285722,0.3333333333333286,-11.128246753246763,3.200000000000003,8.229999999999997,-2.776071428571427,1.8633333333333297,-7.5244101731601845,13.027777777777779,2.3760714285714215,6.91333333333332,-2.9561327561327744,-8.717487244897974,-4.096428571428575,-12.642168367346954,0.5322222222222166,-8.654352453102462,-15.336807561351002,2014,2
22,Japan-Greece,-15.0,-4.666666666666671,-12.5,-3.0,-6.916666666666671,-21.150000000000006,-13.090000000000003,-19.125,-13.39,-14.469999999999999,-6.097777777777786,-11.375,-5.467777777777783,-7.503611111111113,-17.1875,-11.458333333333329,-12.75,-4.510000000000005,-7.117777777777782,-8.847569444444453,2014,1
23,Italy-Costa Rica,19.0,17.866666666666674,9.25,12.333333333333329,11.266666666666673,29.83,28.604666666666674,22.10499999999999,24.913333333333327,21.97650000000001,27.41937777777779,21.05616666666667,23.786888888888896,20.99413333333335,14.453124999999993,17.05083333333333,15.195375000000006,19.774444444444434,17.5565,15.574288888888894,2014,0
24,Switzerland-France,-4.0,-9.666666666666671,-3.75,-6.454545454545453,-0.8333333333333286,-6.8799999999999955,-11.546666666666667,-6.459999999999994,-8.74181818181819,-3.673333333333325,-15.627777777777787,-10.849166666666669,-12.92878787878788,-7.8188888888888854,-6.065624999999997,-8.211590909090916,-3.445833333333333,-10.297933884297521,-5.43575757575757,-1.23194444444443,2014,0
25,Honduras-Ecuador,-4.0,-6.407407407407419,3.0,-3.748148148148161,-5.837037037037028,-5.919999999999995,-7.56296296296297,-0.7800000000000011,-5.5845925925926,-6.9708148148148155,-9.039190672153644,-2.6894444444444545,-7.146578875171478,-8.36443484224965,4.5,-0.7028888888889,-2.389222222222216,-5.26795281207135,-6.586390672153641,-7.73818161865568,2014,0
26,Argentina-Iran,0.0,11.666666666666671,10.633333333333326,7.32063492063493,6.969047619047615,0.0,9.333333333333343,8.50666666666666,5.8565079365079455,5.575238095238092,18.47222222222223,17.16027777777778,14.368465608465627,13.57313492063492,15.935822222222221,13.29923915343916,12.564582936507918,10.758776921138832,10.176018745275897,9.624420691609977,2014,2
27,Germany-Ghana,21.0,3.0,8.75,13.333333333333329,6.916666666666671,32.96999999999999,18.840000000000003,23.905,26.916666666666664,20.435833333333342,4.710000000000001,9.302500000000009,12.816666666666663,7.573333333333338,14.196875000000006,17.670833333333327,11.863749999999996,20.88888888888888,14.945833333333326,9.885069444444447,2014,1
28,Nigeria-Bosnia and Herzegovina,-5.0,-8.355555555555554,-4.5,-4.567676767676758,-1.9499999999999886,-7.550000000000004,-10.182888888888883,-7.272500000000001,-7.178343434343425,-4.940166666666663,-12.949254320987663,-9.962555555555547,-9.772264421997747,-7.306307407407395,-6.975000000000001,-6.896722222222216,-4.632374999999989,-6.814512355882044,-4.622665993265969,-2.7049749999999904,2014,2
29,Belgium-Russia,9.0,1.4047619047619122,10.404761904761912,11.476190476190467,1.0039682539682389,15.209999999999994,8.203809523809525,16.113095238095248,16.950952380952366,7.48710317460317,2.190425170068039,9.254705215419506,10.079501133786842,1.8189436885865362,16.92755668934241,17.72107709750567,8.491637377173078,18.49852607709748,9.274434996220684,1.4811320546737008,2014,2
30,South Korea-Algeria,-7.549999999999997,-3.8999999999999915,-15.275000000000006,-10.566666666666663,-5.133333333333347,-10.430325000000003,-8.13369999999999,-16.146700000000003,-12.789033333333329,-8.509345833333334,-5.619899999999987,-13.896024999999995,-10.449233333333325,-6.262491666666669,-22.641368750000005,-18.938691666666664,-13.846481250000018,-15.367455555555559,-10.67949166666667,-6.749477777777791,2014,0
31,United States-Portugal,-10.0,-4.0317460317460245,-4.25,-2.0,0.09469696969696884,-15.600000000000001,-10.313015873015864,-10.927500000000002,-9.426666666666662,-6.797537878787878,-5.780115898211122,-6.11567460317459,-4.605291005291001,-2.7024933862433755,-6.470625000000005,-4.865833333333335,-2.8482575757575788,-3.146666666666661,-1.2997853535353556,0.13014018021120677,2014,1
32,Australia-Spain,-11.0,-10.333333333333343,-10.0,-17.33333333333333,-3.0,-18.810000000000002,-17.03000000000001,-17.294999999999995,-23.58333333333333,-9.971666666666671,-15.396666666666682,-15.665000000000013,-21.14555555555556,-9.192777777777785,-15.900000000000006,-21.746666666666663,-9.118333333333332,-27.617777777777775,-14.061111111111117,-4.039999999999999,2014,0
33,Netherlands-Chile,3.0,8.0,-0.5,5.666666666666671,8.617424242424242,4.469999999999999,8.299999999999997,1.9525000000000006,6.556666666666672,8.444242424242432,12.479999999999997,5.810000000000002,10.646666666666675,12.11962121212121,-0.7750000000000057,4.002499999999998,6.341126893939396,8.821111111111122,10.530833333333334,11.629279298668507,2014,2
34,Cameroon-Brazil,-3.882352941176464,-7.960784313725483,-11.161764705882348,-9.0,-3.5129233511586477,-5.517508650519019,-8.737600922722024,-10.93710207612456,-9.520588235294106,-5.085108786830233,-12.634232987312558,-15.0203575547866,-13.55019607843137,-8.096092412009362,-17.282679498269893,-15.952941176470581,-10.162666260354406,-14.490000000000002,-8.829367201426024,-4.685040597465694,2014,0
35,Croatia-Mexico,13.0,2.3333333333333286,7.75,8.666666666666657,5.579545454545453,19.629999999999995,11.880000000000003,16.59250000000001,16.553333333333327,13.176893939393942,3.632222222222211,7.959999999999994,8.542222222222208,5.951729797979802,12.806875000000005,13.128333333333323,9.954223484848484,13.346666666666657,10.272474747474739,7.694911759641869,2014,0
36,Italy-Uruguay,7.0,3.333333333333343,5.714285714285722,6.333333333333329,11.404761904761905,11.829999999999998,8.696666666666673,10.421071428571423,11.173333333333332,14.470357142857146,5.6000000000000085,7.463095238095249,8.092222222222233,11.881587301587317,9.130612244897968,9.812261904761911,13.057168367346947,10.534444444444432,13.857976190476187,15.749433106575964,2014,0
37,Costa Rica-England,-10.0,-6.200000000000003,-9.0,-5.666666666666671,-10.990151515151531,-14.799999999999997,-11.678000000000004,-14.459999999999994,-11.876666666666665,-15.030553030303047,-8.791600000000003,-11.216999999999999,-8.781333333333343,-12.06867878787881,-14.04,-11.334999999999994,-14.780375000000014,-8.707777777777785,-12.352876262626275,-15.161663343663932,2014,1
38,Japan-Colombia,-16.0,-12.666666666666671,-9.5,-1.3333333333333286,-3.1349206349206398,-22.72,-20.086666666666673,-17.505000000000003,-12.840000000000003,-12.156587301587301,-17.564444444444455,-15.104999999999997,-10.340000000000003,-10.03542328042328,-12.777500000000003,-7.958333333333329,-8.004642857142862,-1.9822222222222194,-3.1578571428571323,-3.891531242126483,2014,0
39,Greece-Ivory Coast,-8.0,-10.666666666666657,3.40625,0.5416666666666714,-1.65625,-13.11999999999999,-14.586666666666659,-3.0706249999999997,-5.667500000000004,-6.817708333333336,-15.573333333333323,-5.33177083333333,-7.753472222222221,-8.488506944444445,4.993349609375002,2.999257812499998,1.1106087239583289,0.8276215277777865,-0.8956467013888769,-2.2606087239583275,2014,2
40,Nigeria-Argentina,-7.0,-11.688888888888883,-5.0,-4.831746031746036,-4.152380952380952,-10.71,-14.48288888888888,-9.267500000000005,-8.927174603174606,-8.108738095238095,-18.504809876543206,-13.04588888888889,-12.559349559082897,-11.522775661375654,-7.775000000000006,-7.493031746031754,-6.751452380952372,-7.221236180398094,-6.507374300831444,-5.851495691609983,2014,0
41,Bosnia and Herzegovina-Iran,-2.0,8.333333333333343,10.133333333333326,7.0565656565656525,4.7666666666666515,-3.1599999999999966,5.033333333333346,6.511666666666656,4.1076767676767645,2.406666666666659,12.916666666666686,14.076944444444436,11.581380471380477,9.356666666666662,15.135822222222217,12.702929629629622,10.445505555555535,10.352053096622782,8.291310437710422,6.477899999999984,2014,2
42,Honduras-Switzerland,-12.0,-8.666666666666671,-2.5,-8.145454545454555,-10.133333333333333,-18.72,-15.360000000000007,-11.280000000000001,-15.050181818181827,-16.116000000000007,-12.422222222222224,-8.530000000000001,-12.118545454545462,-13.193111111111108,-3.8874999999999957,-8.144909090909096,-9.589499999999994,-11.806466115702491,-12.918109090909091,-13.869155555555551,2014,0
43,Ecuador-France,-12.0,-11.925925925925924,-9.25,-10.851851851851848,-5.129629629629633,-19.68,-19.343703703703703,-16.959999999999994,-18.207407407407416,-12.818518518518516,-19.010809327846367,-16.689722222222215,-17.900754458161863,-12.647565157750343,-14.453124999999993,-15.653611111111111,-10.64611111111111,-16.836447187928663,-11.76747599451302,-7.362918381344301,2014,1
44,United States-Germany,-16.0,-10.333333333333329,-11.5,-7.333333333333329,-6.155303030303031,-25.919999999999995,-20.343333333333334,-22.074999999999996,-18.953333333333333,-16.480037878787883,-15.465555555555547,-16.846666666666664,-13.892222222222216,-12.029583333333328,-18.34250000000001,-15.20166666666666,-13.170340909090903,-11.928888888888878,-10.274507575757568,-8.843818153122129,2014,0
45,Portugal-Ghana,15.0,-3.301587301587304,1.5,8.0,0.6666666666666714,22.65,8.809682539682534,12.757500000000007,17.389999999999993,10.753333333333337,-4.975439657344424,-1.4284920634920653,3.5297354497354476,-1.7537566137566145,2.325000000000003,7.335000000000001,1.5416666666666714,12.106666666666662,5.971111111111114,0.9111111111111114,2014,2
46,South Korea-Belgium,-23.700000000000003,-8.566666666666663,-20.072619047619057,-18.89999999999999,-11.090873015873022,-36.5691,-24.238033333333327,-33.61920595238096,-32.802699999999994,-24.84335198412699,-12.744344444444444,-21.48515198412698,-20.644788888888883,-14.136811772486773,-30.71564737811793,-29.89313611111111,-22.2797636101663,-29.061899999999987,-21.515195370370357,-15.243392698097772,2014,0
47,Algeria-Russia,-7.150000000000006,-3.261904761904759,5.607142857142861,3.142857142857139,-4.953571428571436,-10.928775000000002,-7.900523809523811,-1.3594107142857084,-3.0627142857143,-8.846902976190485,-4.934019274376418,1.6655782312925211,-0.11605442176871605,-6.055376417233568,8.853278061224486,6.766632653061222,0.05835501700679657,4.804081632653052,-1.561268707483002,-7.01278286564628,2014,1
48,Brazil-Chile,0.0,9.333333333333329,5.25,10.0,5.272727272727273,0.0,6.8133333333333255,3.832500000000003,7.299999999999997,3.8490909090909113,14.68444444444443,11.63166666666666,15.333333333333329,10.289494949494944,8.439374999999998,12.237499999999997,7.692613636363639,16.0,10.798484848484847,6.939228650137736,2014,1
49,Colombia-Uruguay,-2.0,-6.666666666666657,-5.035714285714278,-5.0,0.28968253968254487,-3.200000000000003,-6.913333333333327,-5.518928571428567,-5.549999999999997,-1.0380555555555517,-10.533333333333324,-8.946071428571422,-9.11666666666666,-4.003822751322744,-7.5050127551020225,-7.628571428571419,-2.981313775510195,-7.75,-2.950000000000003,0.3678393487024465,2014,2
50,France-Nigeria,15.0,12.355555555555554,7.5,10.688888888888883,5.949999999999989,24.15,21.86955555555555,17.887499999999996,20.25288888888889,15.49349999999999,19.64258765432099,15.722555555555552,18.09125432098765,13.54630740740739,11.849999999999994,14.268388888888893,10.05237499999999,16.60103209876543,12.247918518518496,8.491641666666645,2014,2
51,Germany-Algeria,16.150000000000006,6.0,3.75,7.0,6.608333333333334,26.138774999999995,17.291000000000004,16.540125000000003,18.827000000000012,16.913212500000014,9.240000000000002,7.905000000000008,10.280000000000001,9.38516666666667,6.2718750000000085,8.909999999999997,8.21168749999999,11.409999999999997,10.398666666666664,9.464785416666672,2014,2
52,Brazil-Colombia,-6.0,7.666666666666657,11.0,10.0,4.804473304473298,-9.119999999999997,1.0566666666666578,3.710000000000001,2.799999999999997,-0.3108297258297341,12.189999999999976,14.68666666666666,14.083333333333329,8.882405002404994,17.049999999999997,16.549999999999997,10.987554112554108,16.0,10.447294372294373,6.345475185789027,2014,2
53,France-Germany,-1.0,5.666666666666671,-2.75,-2.0,-0.5833333333333428,-1.769999999999996,4.186666666666667,-3.2750000000000057,-2.6099999999999994,-1.262500000000017,9.387777777777785,2.4891666666666623,3.103333333333339,3.7455555555555478,-4.6268750000000125,-3.9924999999999926,-2.542916666666663,-3.3599999999999994,-1.9825000000000088,-0.8706250000000182,2014,0
54,Brazil-Germany,-16.0,3.3333333333333286,-2.5,0.0,-6.477272727272734,-25.919999999999995,-10.366666666666674,-15.504999999999995,-13.600000000000009,-16.715075757575775,5.444444444444429,0.7666666666666515,2.8333333333333286,-2.9005050505050605,-4.212500000000006,-2.125,-7.249053030303024,0.0,-5.50568181818182,-9.28556301652894,2014,0
55,Brazil-Netherlands,-3.0,1.3333333333333286,5.75,4.333333333333329,-3.344696969696969,-4.469999999999999,-1.4866666666666717,1.8800000000000026,0.7433333333333252,-4.595151515151521,2.2044444444444338,5.821666666666658,4.686666666666653,-1.8301262626262655,9.214375000000004,8.235,1.3514867424242425,7.178888888888878,0.2676515151515133,-4.690050648530772,2014,0
56,Germany-Argentina,9.0,-5.0,5.25,7.857142857142847,2.3809523809523796,15.209999999999994,3.200000000000003,11.894999999999996,13.935714285714283,8.647261904761912,-8.25,0.1875,2.4285714285714164,-1.7220238095238116,8.701875000000001,10.767857142857132,5.843839285714282,12.739795918367335,7.723044217687061,3.51077097505668,2014,2
57,Netherlands-Argentina,-4.0,-3.0,-3.0,3.5238095238095184,-0.7516233766233853,-6.240000000000002,-5.68,-5.490000000000002,-0.40761904761905043,-3.4726623376623422,-5.010000000000005,-4.867500000000007,0.5752380952380918,-2.7924025974026065,-4.7250000000000085,0.40785714285713226,-2.756700487012985,5.560907029478457,1.9497108843537276,-1.0847413929414884,2014,1
58,Netherlands-Costa Rica,7.0,14.200000000000003,3.75,6.666666666666671,8.30075757575758,10.149999999999999,15.538000000000004,7.994999999999997,10.24666666666667,10.752409090909097,21.2716,13.512,15.974666666666678,15.82125454545455,5.653124999999996,7.924999999999997,8.79296022727273,10.311111111111124,10.92816666666667,11.228220965335176,2014,1
59,Argentina-Belgium,-9.0,6.333333333333329,-6.297619047619051,-9.190476190476176,-1.7301587301587205,-15.209999999999994,-2.0133333333333354,-12.827380952380949,-15.122380952380936,-8.068055555555553,10.365555555555545,0.12837301587302363,-2.344126984126973,3.232870370370378,-10.504278628117916,-12.812301587301583,-6.065434145880573,-15.024240362811767,-8.160081254724084,-2.5399004787099884,2014,2
60,Netherlands-Mexico,7.0,5.333333333333329,-1.5,8.0,5.617424242424235,10.149999999999999,9.420000000000002,4.372500000000002,11.166666666666671,8.900909090909089,8.46222222222221,2.969999999999999,10.435555555555553,8.13517676767676,-2.3400000000000034,5.089999999999996,3.3469602272727244,12.266666666666673,9.824722222222213,7.7492792986684975,2014,2
61,Costa Rica-Greece,-9.0,0.13333333333332575,-1.5,-2.6666666666666714,-3.9333333333333442,-13.230000000000004,-5.998000000000005,-7.784999999999997,-8.739999999999995,-8.781500000000008,0.1806222222222118,-0.9170000000000016,-1.705777777777783,-2.576911111111123,-2.227499999999999,-3.1099999999999994,-3.902250000000002,-4.017777777777788,-4.70844444444446,-5.148733333333347,2014,1
62,Argentina-Switzerland,-4.0,9.0,1.25,0.5974025974026063,-0.9642857142857082,-6.560000000000002,4.159999999999997,-2.1599999999999966,-2.5838961038960946,-3.71142857142857,14.490000000000002,8.172500000000007,7.396883116883124,5.795357142857149,1.9906250000000085,1.4362337662337765,0.14491071428571445,0.9181379659301854,-0.304786641929482,-1.4082015306122315,2014,2
63,Belgium-United States,16.0,9.0,12.547619047619051,8.666666666666657,5.504509379509372,25.919999999999995,19.156666666666666,23.00738095238095,20.139999999999986,15.900831529581524,13.350000000000001,16.53079365079364,13.807777777777773,10.518736772486761,20.144903628117923,17.246111111111112,13.391935769257195,14.21333333333331,10.71154461279459,7.8729476567754375,2014,2
64,Brazil-Chile,0.0,9.333333333333329,5.25,10.0,5.272727272727273,0.0,6.8133333333333255,3.832500000000003,7.299999999999997,3.8490909090909113,14.68444444444443,11.63166666666666,15.333333333333329,10.289494949494944,8.439374999999998,12.237499999999997,7.692613636363639,16.0,10.798484848484847,6.939228650137736,2014,1
65,Colombia-Uruguay,-2.0,-6.666666666666657,-5.035714285714278,-5.0,0.28968253968254487,-3.200000000000003,-6.913333333333327,-5.518928571428567,-5.549999999999997,-1.0380555555555517,-10.533333333333324,-8.946071428571422,-9.11666666666666,-4.003822751322744,-7.5050127551020225,-7.628571428571419,-2.981313775510195,-7.75,-2.950000000000003,0.3678393487024465,2014,2
66,Netherlands-Mexico,7.0,5.333333333333329,-1.5,8.0,5.617424242424235,10.149999999999999,9.420000000000002,4.372500000000002,11.166666666666671,8.900909090909089,8.46222222222221,2.969999999999999,10.435555555555553,8.13517676767676,-2.3400000000000034,5.089999999999996,3.3469602272727244,12.266666666666673,9.824722222222213,7.7492792986684975,2014,2
67,Costa Rica-Greece,-9.0,0.13333333333332575,-1.5,-2.6666666666666714,-3.9333333333333442,-13.230000000000004,-5.998000000000005,-7.784999999999997,-8.739999999999995,-8.781500000000008,0.1806222222222118,-0.9170000000000016,-1.705777777777783,-2.576911111111123,-2.227499999999999,-3.1099999999999994,-3.902250000000002,-4.017777777777788,-4.70844444444446,-5.148733333333347,2014,1
68,France-Nigeria,15.0,12.355555555555554,7.5,10.688888888888883,5.949999999999989,24.15,21.86955555555555,17.887499999999996,20.25288888888889,15.49349999999999,19.64258765432099,15.722555555555552,18.09125432098765,13.54630740740739,11.849999999999994,14.268388888888893,10.05237499999999,16.60103209876543,12.247918518518496,8.491641666666645,2014,2
69,Germany-Algeria,16.150000000000006,6.0,3.75,7.0,6.608333333333334,26.138774999999995,17.291000000000004,16.540125000000003,18.827000000000012,16.913212500000014,9.240000000000002,7.905000000000008,10.280000000000001,9.38516666666667,6.2718750000000085,8.909999999999997,8.21168749999999,11.409999999999997,10.398666666666664,9.464785416666672,2014,2
70,Argentina-Switzerland,-4.0,9.0,1.25,0.5974025974026063,-0.9642857142857082,-6.560000000000002,4.159999999999997,-2.1599999999999966,-2.5838961038960946,-3.71142857142857,14.490000000000002,8.172500000000007,7.396883116883124,5.795357142857149,1.9906250000000085,1.4362337662337765,0.14491071428571445,0.9181379659301854,-0.304786641929482,-1.4082015306122315,2014,2
71,Belgium-United States,16.0,9.0,12.547619047619051,8.666666666666657,5.504509379509372,25.919999999999995,19.156666666666666,23.00738095238095,20.139999999999986,15.900831529581524,13.350000000000001,16.53079365079364,13.807777777777773,10.518736772486761,20.144903628117923,17.246111111111112,13.391935769257195,14.21333333333331,10.71154461279459,7.8729476567754375,2014,2
72,France-Germany,-1.0,5.666666666666671,-2.75,-2.0,-0.5833333333333428,-1.769999999999996,4.186666666666667,-3.2750000000000057,-2.6099999999999994,-1.262500000000017,9.387777777777785,2.4891666666666623,3.103333333333339,3.7455555555555478,-4.6268750000000125,-3.9924999999999926,-2.542916666666663,-3.3599999999999994,-1.9825000000000088,-0.8706250000000182,2014,0
